time,var1,var2,skew1,skew2,kurt1,kurt2,entropy1,entropy2,entropy change1,entropy change2,Shr_stress,TTsF,TTeF
6611.634502,31.88485175,56.66492675,-0.015299188,-0.002651329,9.814402289,20.36506418,4.4905029,4.8915511,0.92156584,1.114036,5.71267842,5.3,0.4
6611.734493,30.48069376,53.64150287,-0.024627436,-0.013449395,10.14795118,22.48306821,4.4491199,4.8370574,1.6898744,1.9742314,5.70525351,5.201,0.301
6611.834523,27.89181261,47.81904822,-0.020412375,-0.037172575,11.39917387,17.87732939,4.3739354,4.7415627,3.0441115,3.2859365,5.7033894,5.1,0.2
6611.934513,22.78149262,38.93896437,-0.038639639,-0.056103268,7.399840795,24.00526924,4.2407879,4.585758,4.167987,4.5755634,5.70315836,5,0.1
6612.034504,17.18839456,27.50407002,-0.035674868,-0.01705066,6.630723387,17.95307016,4.0640324,4.3759337,3.3260675,3.821334,5.7038935,4.9,0
6612.134494,13.91479819,20.84234846,-0.01754572,0.022860881,5.803637032,6.982581165,3.92886,4.2087147,2.0625354,2.5407417,5.70564733,4.801,6.101
6612.234524,12.36198287,17.7752687,0.001782904,0.036998393,5.735115402,7.21365066,3.8478258,4.1017821,1.2761427,1.6544989,5.70766372,4.7,6
6612.334515,11.45971883,16.08068642,-0.003321234,0.037712875,4.413524859,6.845642942,3.7987221,4.0339182,0.90871527,1.1974866,5.71090358,4.6,5.9
6612.434505,10.9139198,14.93334355,-0.008158012,0.039344546,4.443593618,4.788248225,3.7642025,3.9856125,0.63935093,0.82402813,5.71330854,4.5,5.8
6612.534535,10.55961355,14.26974218,-0.011788166,0.04744567,4.575337252,4.972192803,3.7401361,3.95277,0.44051659,0.61177645,5.71634887,4.4,5.7
6612.634525,10.31878221,13.81492449,-0.013624678,0.049509081,4.588250284,5.151315419,3.7236601,3.9285878,0.34604948,0.51212661,5.71969901,4.3,5.6
6612.734516,10.09744485,13.41149812,-0.010862701,0.046161102,3.68716016,4.85096982,3.7107744,3.9084685,0.24920382,0.38993809,5.7230544,4.2,5.5
6612.834506,9.966599631,13.12746723,-0.008685545,0.044506924,3.675670969,4.861382656,3.701527,3.8932279,0.22474863,0.3243249,5.72520731,4.1,5.4
6612.934536,9.853041083,12.90776725,-0.009239031,0.045844768,3.679682747,4.993796607,3.6932079,3.8806012,0.18451236,0.22983699,5.72911405,4,5.3
6613.034527,9.756218167,12.73747318,-0.011127809,0.047249928,3.65058126,4.8338675,3.6863935,3.8716821,0.15839002,0.2189322,5.73274249,3.9,5.2
6613.134517,9.67233622,12.56179905,-0.011061776,0.045992959,3.57968987,4.533377922,3.6805546,3.8632058,0.12259544,0.19672914,5.73553077,3.8,5.1
6613.234547,9.609118149,12.4217408,-0.011186629,0.042102006,3.556767509,4.36826941,3.6760424,3.8556057,0.07750029,0.19136577,5.73912771,3.7,5
6613.334538,9.572345368,12.29664192,-0.010727017,0.042511148,3.56804464,4.445049425,3.6731935,3.8482274,0.078521804,0.068028775,5.74237808,3.6,4.9
6613.434528,9.528093758,12.25755848,-0.012123219,0.040244513,3.489240726,4.634424543,3.6703092,3.8456095,0.045777536,0.072413507,5.74568621,3.5,4.8
6613.534519,9.495849474,12.20551049,-0.012407775,0.032497079,3.337014107,4.473501849,3.668629,3.8428248,0.019821821,0.027749834,5.74862677,3.4,4.7
6613.634549,9.488179921,12.178741,-0.012261566,0.030459688,3.351766051,4.385665174,3.6679018,3.8417584,0.030092733,0.033889121,5.75267004,3.3,4.6
6613.734539,9.47786548,12.15844912,-0.012163615,0.028554331,3.485894927,4.407056552,3.6667981,3.8404564,0.044137471,0.008808452,5.75685508,3.2,4.5
6613.83453,9.45676557,12.17435171,-0.012516255,0.029908948,3.488864164,4.480870332,3.6651796,3.8407947,0.034483209,0.005872029,5.76021573,3.1,4.4
6613.93456,9.432147006,12.16902383,-0.013865601,0.026261679,3.404631135,4.417997884,3.6639158,3.8405692,0.011305986,0.067031543,5.76363938,3,4.3
6614.03455,9.436923814,12.10625238,-0.01263029,0.024718727,3.399545808,4.315833324,3.66433,3.8379948,0.04308918,0.09879668,5.76670071,2.9,4.2
6614.134541,9.457846499,12.17676158,-0.011870195,0.024271823,3.399693946,4.346939771,3.6659089,3.8417866,0.08511271,0.10716282,5.77104329,2.8,4.1
6614.234531,9.50406172,12.24769959,-0.010795084,0.02730371,3.446831386,4.344323177,3.6690291,3.8459036,0.040980618,0.11074063,5.77471899,2.7,4
6614.334561,9.524318576,12.32392031,-0.010525866,0.027025343,3.462706938,4.367575093,3.6705327,3.8501626,0.1023747,0.087329289,5.77696642,2.6,3.9
6614.434551,9.575155825,12.37064068,-0.009935486,0.027767578,3.470461868,4.09502272,3.6742904,3.8535249,0.075461938,0.08456976,5.78091517,2.5,3.8
6614.534542,9.617815425,12.4261414,-0.008394316,0.02900124,3.533968305,4.143906042,3.6770631,3.8567838,0.068599874,0.10310462,5.78324661,2.4,3.7
6614.634572,9.650470077,12.49103653,-0.008978496,0.029497702,3.522820376,4.117268092,3.6795855,3.8607603,0.076478554,0.18499308,5.78763645,2.3,3.6
6614.734562,9.681778466,12.62964328,-0.009324005,0.032528956,3.377730633,4.325472586,3.6823996,3.8679025,0.15581606,0.23453456,5.79010442,2.2,3.5
6614.834553,9.766283483,12.7867099,-0.011161617,0.033221209,3.483949119,4.291310901,3.6881374,3.876974,0.16562419,0.2132733,5.79432097,2.1,3.4
6614.934543,9.854201876,12.93348657,-0.010303058,0.035283375,3.553362402,4.29593555,3.6942458,3.8852426,0.17565863,0.2624749,5.79726153,2,3.3
6615.034573,9.945076499,13.13447466,-0.012104312,0.035126143,3.563839971,4.399919565,3.7007351,3.8954404,0.19131191,0.25632839,5.79987653,1.9,3.2
6615.134564,10.06316943,13.32192075,-0.012078327,0.036405145,3.954332734,4.430362291,3.707815,3.9054255,0.15793833,0.2741956,5.80251253,1.8,3.1
6615.234554,10.1442752,13.53463744,-0.013618051,0.036726879,3.94565393,4.587075978,3.7136711,3.916134,0.22144406,0.33841129,5.80650854,1.7,3
6615.334584,10.28376426,13.80958356,-0.015127231,0.036803571,4.226920483,4.775232378,3.7218948,3.9293866,0.1917638,0.27980734,5.80960663,1.6,2.9
6615.434574,10.39367098,14.0216486,-0.017156987,0.03407545,4.293985083,4.778281,3.7290321,3.9403813,0.22574692,0.28129611,5.81272047,1.5,2.8
6615.534565,10.510609,14.22977977,-0.018691204,0.030653573,4.230661549,4.703311313,3.7374502,3.9514655,0.2480539,0.40125328,5.81513593,1.4,2.7
6615.634555,10.64914793,14.56383279,-0.019437796,0.030440152,4.233136775,4.778023116,3.7467211,3.9673209,0.26764024,0.32560273,5.81707355,1.3,2.6
6615.734585,10.79936459,14.80935553,-0.016201212,0.028542059,4.224690097,4.576438911,3.7567489,3.9802386,0.26699355,0.35208938,5.82004037,1.2,2.5
